full_name,hits,homeruns,rbi,runs,stolen_bases,walks,strikeouts,games_played,at_bats,batting_average,on_base_plus_slugging
Andres Galarraga,2333,399,1425,1195,128,583,2003.0,2257,8096,0.2818421052631579,0.8241052631578948
Andres Mora,156,27,83,71,1,31,149.0,235,700,0.197,0.54175
Andres Santana,0,0,1,0,0,0,0.0,6,2,0.0,0.0
Andres Thomas,493,42,228,182,22,59,301.0,577,2103,0.24066666666666667,0.5828333333333333
Andres Torres,462,32,174,277,77,205,476.0,650,1910,0.2018888888888889,0.5687777777777777
Andrew Albers,1,0,1,0,0,0,0.0,9,1,1.0,2.0
Andrew Bailey,0,0,0,0,0,0,0.0,234,0,0.0,0.0
Andrew Bellatti,0,0,0,0,0,0,0.0,62,0,0.0,0.0
Andrew Benintendi,1034,98,493,518,85,402,759.0,1031,3830,0.25511111111111107,0.7292222222222223
Andrew Brown,72,14,45,37,3,28,101.0,175,328,0.1646,0.48279999999999995
Andrew Cashner,32,1,8,16,2,7,84.0,315,203,0.1018,0.2391
Andrew Chafin,1,0,1,0,0,0,2.0,440,5,0.0625,0.125
Andrew Faulkner,0,0,0,0,0,0,0.0,11,0,0.0,0.0
Andrew Good,2,0,2,0,0,0,7.0,33,21,0.0625,0.125
Andrew Heaney,3,0,0,2,0,1,13.0,85,24,0.14575,0.33325
Andrew Kittredge,0,0,0,0,0,0,1.0,201,1,0.0,0.0
Andrew Knapp,158,13,66,83,2,103,276.0,328,756,0.199,0.5702857142857142
Andrew Knizner,169,18,85,89,4,63,204.0,293,804,0.21216666666666664,0.5736666666666667
Andrew Lambo,18,1,3,8,0,5,27.0,60,95,0.13225,0.37725000000000003
Andrew Lorraine,3,0,0,3,0,2,14.0,35,24,0.08600000000000001,0.245
Andrew McCutchen,2152,319,1095,1239,219,1116,1775.0,2127,7873,0.2704375,0.8229375
Andrew McKirahan,0,0,0,0,0,0,1.0,27,1,0.0,0.0
Andrew Miller,4,0,3,1,0,0,38.0,588,74,0.010714285714285716,0.021428571428571432
Andrew Nardi,0,0,0,0,0,0,0.0,76,0,0.0,0.0
Andrew Romine,294,11,86,157,40,86,312.0,613,1262,0.22554545454545452,0.5610909090909091
Andrew Sisco,0,0,0,0,0,0,1.0,151,1,0.0,0.0
Andrew Stevenson,105,8,50,55,9,39,134.0,273,432,0.26033333333333336,0.7166666666666667
Andrew Susac,61,7,35,31,0,25,94.0,114,278,0.154,0.5298333333333334
Andrew Suárez,3,0,0,1,0,2,28.0,50,50,0.032,0.083
Andrew Toles,66,8,35,41,2,15,49.0,96,231,0.27266666666666667,0.741
Andrew Triggs,0,0,0,0,0,0,2.0,24,2,0.0,0.0
Andrew Vasquez,0,0,0,0,0,0,0.0,3,0,0.0,0.0
Andrew Vaughn,522,72,274,238,3,146,458.0,562,2063,0.2525,0.72425
Andrew Velazquez,107,12,40,77,40,38,211.0,275,566,0.18983333333333333,0.5461666666666667
Andrew Wantz,0,0,0,0,0,0,0.0,21,0,0.0,0.0
Andrew Werner,1,0,0,0,0,0,4.0,8,12,0.083,0.166
Andrew Young,24,7,19,16,0,11,55.0,70,117,0.2005,0.7745
Andruw Jones,1933,434,1289,1204,152,891,1748.0,2196,7599,0.24370588235294116,0.7992352941176472
Andruw Monasterio,99,4,43,52,13,44,106.0,151,407,0.23349999999999999,0.6265000000000001
André Rienzo,0,0,0,0,0,0,0.0,33,2,0.0,0.0
Andrés Blanco,305,18,109,137,5,79,202.0,536,1191,0.254,0.667
Andrés Chaparro,26,4,15,12,1,7,24.0,33,121,0.215,0.693
Andrés Giménez,505,49,222,251,99,110,403.0,568,1937,0.25620000000000004,0.7103999999999999
Andrés Machado,0,0,0,0,0,0,0.0,40,0,0.0,0.0
Andrés Muñoz,0,0,0,0,0,0,0.0,74,0,0.0,0.0
Andujar Cedeno,485,47,223,221,26,143,488.0,616,2051,0.1977142857142857,0.5528571428571428
Andy Abad,2,0,0,1,0,4,5.0,15,21,0.03933333333333333,0.24300000000000002
Andy Allanson,357,16,139,145,23,87,223.0,512,1486,0.23450000000000001,0.5840000000000001
Andy Ashby,70,1,26,26,1,16,218.0,313,521,0.1402142857142857,0.3367142857142857
Andy Barkett,14,1,3,5,1,4,7.0,17,46,0.304,0.786
Andy Benes,106,8,50,48,0,34,307.0,393,741,0.1502857142857143,0.40478571428571436
Andy Burns,3,0,0,4,0,3,3.0,19,17,0.1365,0.487
Andy Cannizaro,2,1,1,5,0,1,1.0,14,9,0.125,0.479
Andy Carter,1,0,0,0,0,0,3.0,24,7,0.5,1.0
Andy Cavazos,0,0,0,0,0,0,0.0,17,0,0.0,0.0
Andy Dirks,268,24,100,150,13,76,173.0,297,971,0.2763333333333333,0.7483333333333334
Andy Dominique,2,0,1,0,0,0,3.0,9,13,0.091,0.34850000000000003
Andy Etchebarren,352,22,173,117,11,123,251.0,561,1458,0.26022222222222224,0.6897777777777778
Andy Fox,461,30,168,248,74,197,407.0,776,1925,0.2118888888888889,0.5975555555555555
Andy González,41,3,13,21,1,31,70.0,91,225,0.15866666666666665,0.5206666666666667
Andy Green,46,2,12,33,2,26,41.0,140,230,0.216,0.5835
Andy Hassler,0,0,0,0,0,1,19.0,110,29,0.0,0.005375
Andy Hawkins,38,0,10,12,0,10,100.0,233,325,0.0945,0.21400000000000002
Andy Ibáñez,244,24,107,116,6,63,188.0,329,952,0.25,0.6757500000000001
Andy Kosco,195,36,111,88,3,52,163.0,318,832,0.2314,0.692
Andy LaRoche,267,22,113,133,8,121,208.0,404,1184,0.18383333333333332,0.5206666666666667
Andy Larkin,4,0,0,1,0,1,21.0,21,32,0.046000000000000006,0.10166666666666667
Andy Marte,186,21,99,86,1,67,180.0,308,854,0.20414285714285715,0.602
Andy McGaffigan,6,0,5,1,0,6,80.0,335,126,0.1291111111111111,0.30966666666666665
Andy Merchant,2,0,0,1,0,1,2.0,3,6,0.25,0.55
Andy Messersmith,110,5,48,43,1,38,174.0,276,632,0.16355555555555557,0.43733333333333335
Andy Mota,17,1,6,4,2,1,17.0,27,90,0.189,0.442
Andy Oliver,0,0,0,0,0,0,1.0,5,2,0.0,0.0
Andy Pages,100,13,46,65,1,29,108.0,116,403,0.248,0.712
Andy Parrino,43,2,14,19,2,33,83.0,131,246,0.1318,0.44320000000000004
Andy Pettitte,27,1,13,6,0,6,66.0,432,196,0.12166666666666666,0.30506666666666665
Andy Phillips,139,14,70,77,3,34,110.0,259,557,0.2326,0.6872
Andy Pratt,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Andy Rincon,7,0,7,4,0,2,17.0,20,35,0.19366666666666665,0.4586666666666666
Andy Sheets,207,19,113,118,16,76,275.0,356,960,0.20228571428571426,0.549
Andy Sonnanstine,7,0,2,6,0,3,14.0,135,24,0.21459999999999999,0.4936
Andy Stankiewicz,203,4,59,105,17,80,141.0,429,844,0.19414285714285714,0.541
Andy Stewart,2,0,0,1,0,0,0.0,5,8,0.25,0.625
Andy Thompson,1,0,1,2,0,3,2.0,2,6,0.167,0.611
Andy Tomberlin,71,11,38,40,6,26,103.0,192,305,0.24216666666666664,0.6789999999999999
Andy Tracy,64,13,43,35,1,30,99.0,149,277,0.1948,0.5968
Andy Van Slyke,1562,164,792,835,245,667,1063.0,1658,5711,0.2696923076923077,0.7799230769230768
Andy Wilkins,9,1,5,5,1,5,32.0,43,67,0.1325,0.439
Aneury Rodriguez,1,0,0,0,0,0,5.0,44,10,0.5,1.0
Angel Berroa,665,46,254,329,50,117,460.0,746,2575,0.2273333333333333,0.5938888888888889
Angel Bravo,28,0,9,16,0,17,26.0,122,128,0.21800000000000003,0.569
Angel Castro,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Angel Chavez,5,0,1,1,0,0,3.0,10,19,0.263,0.579
Angel Echevarria,152,21,90,70,1,46,104.0,328,543,0.28085714285714286,0.7674285714285716
Angel Escobar,1,0,0,1,0,0,0.0,3,3,0.333,0.666
Angel Guzman,2,0,2,0,0,0,7.0,88,22,0.04175,0.10425
Angel Mangual,303,22,125,121,5,59,187.0,444,1237,0.2293333333333333,0.5765
Angel Martínez,35,3,11,16,3,15,33.0,43,151,0.232,0.636
Angel Miranda,0,0,0,0,0,0,0.0,46,0,0.0,0.0
Angel Nesbitt,0,0,0,0,0,0,0.0,24,0,0.0,0.0
Angel Pena,39,5,23,18,0,13,47.0,71,187,0.21433333333333335,0.5293333333333333
Angel Perdomo,0,0,0,0,0,0,0.0,19,0,0.0,0.0
Angel Rondón,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Angel Salazar,188,2,59,69,6,19,150.0,383,886,0.2142,0.5052000000000001
Angel Salome,0,0,0,0,0,0,1.0,3,3,0.0,0.0
Angel Sanchez,145,1,54,67,3,38,93.0,185,570,0.18475,0.4205
Angel Santos,19,3,7,11,1,5,25.0,41,92,0.1745,0.53
Angel Sánchez,0,0,0,0,0,0,0.0,8,1,0.0,0.0
Angel Torres,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Angelo Encarnacion,50,3,15,23,3,13,34.0,76,198,0.31866666666666665,0.8013333333333333
Anthony Alford,46,8,20,25,11,16,91.0,102,220,0.18433333333333332,0.5245000000000001
Anthony Banda,0,0,0,1,0,0,3.0,38,6,0.0,0.0
Anthony Bass,4,0,6,3,1,0,17.0,285,38,0.016125,0.040375
Anthony Bemboom,31,5,12,17,0,17,63.0,82,192,0.1714,0.49499999999999994
Anthony Bender,0,0,0,0,0,0,1.0,61,2,0.0,0.0
Anthony Claggett,0,0,0,0,0,0,0.0,1,0,0.0,0.0
Anthony DeSclafani,29,1,12,7,0,9,144.0,150,257,0.11133333333333334,0.27999999999999997
Anthony Ferrari,0,0,0,0,0,0,0.0,4,0,0.0,0.0
Anthony Gose,271,12,69,155,57,101,353.0,372,1128,0.23420000000000002,0.6466
Anthony Kay,0,0,0,0,0,0,0.0,13,0,0.0,0.0
Anthony Lerew,0,0,0,0,0,0,1.0,17,4,0.0,0.0
Anthony Misiewicz,0,0,0,0,0,0,0.0,66,0,0.0,0.0
Anthony Ranaudo,1,1,1,1,0,0,6.0,18,10,0.111,0.5553333333333333
Anthony Recker,110,18,70,55,3,60,193.0,206,552,0.183,0.5630000000000001
Anthony Rendon,1218,158,671,683,55,547,779.0,1173,4350,0.26858333333333334,0.7911666666666667
Anthony Reyes,5,0,1,2,0,1,22.0,67,57,0.039400000000000004,0.17880000000000001
Anthony Rizzo,1644,303,965,922,72,781,1208.0,1727,6288,0.2521428571428571,0.7986428571428571
Anthony Sanders,6,0,4,3,0,2,5.0,13,25,0.48733333333333334,1.0906666666666667
Anthony Santander,695,155,435,383,10,226,644.0,746,2830,0.245,0.74225
Anthony Shumaker,1,0,0,0,0,1,3.0,8,5,0.2,0.533
Anthony Swarzak,0,0,0,0,0,0,4.0,363,5,0.0,0.0
Anthony Telford,4,0,3,0,0,1,4.0,313,23,0.075,0.21666666666666667
Anthony Varvaro,0,0,0,0,0,0,1.0,153,1,0.0,0.0
Anthony Volpe,268,33,120,152,52,94,323.0,319,1178,0.22599999999999998,0.6615
Anthony Young,15,0,4,7,0,2,33.0,181,94,0.20666666666666667,0.445
Antoan Richardson,7,0,1,4,6,1,3.0,22,20,0.4065,0.833
Antone Williamson,11,0,6,2,0,4,8.0,24,54,0.204,0.513
Antonio Alfonseca,2,0,2,0,0,0,8.0,573,14,0.06670000000000001,0.13340000000000002
Antonio Bastardo,0,0,0,0,0,2,5.0,419,8,0.0,0.2222222222222222
Antonio Osuna,1,0,1,0,0,1,1.0,407,9,0.05,0.1333
Antonio Perez,121,6,43,62,16,49,144.0,216,495,0.2195,0.6114999999999999
Antonio Santos,0,0,0,0,0,0,0.0,7,0,0.0,0.0
Antonio Senzatela,9,0,12,5,0,1,76.0,112,135,0.07100000000000001,0.16624999999999998
Aníbal Sánchez,29,0,8,8,0,17,169.0,328,346,0.06207142857142857,0.19164285714285717
Aquilino Lopez,0,0,0,1,0,0,0.0,131,1,0.0,0.0
Aramis Garcia,65,10,25,27,0,10,117.0,119,308,0.1694,0.4782
Aramis Ramirez,2303,386,1417,1098,29,633,1238.0,2194,8136,0.27577777777777773,0.8066666666666668
Archi Cianfrocco,308,34,185,136,16,80,360.0,500,1276,0.231,0.648
Archie Bradley,6,0,5,2,0,0,39.0,292,63,0.07716666666666666,0.154
Archie Corbin,0,0,0,0,0,0,1.0,17,1,0.0,0.0
Archie Reynolds,2,0,0,0,0,1,1.0,27,8,0.16666666666666666,0.4443333333333333
Argenis Diaz,8,0,2,0,0,3,10.0,22,33,0.242,0.579
Argenis Reyes,26,1,3,13,3,5,24.0,58,127,0.16799999999999998,0.39449999999999996
Ariel Hernández,0,0,0,0,0,0,1.0,19,2,0.0,0.0
Ariel Jurado,0,0,0,0,0,0,1.0,44,1,0.0,0.0
Ariel Peña,0,0,0,0,0,0,6.0,7,7,0.0,0.0
Ariel Prieto,0,0,0,0,0,0,1.0,8,2,0.0,0.0
Arismendy Alcántara,81,11,39,51,14,24,150.0,167,428,0.166,0.45825
Aristides Aquino,145,41,108,87,12,66,255.0,244,686,0.1632,0.5662
Armando Almanza,0,0,0,0,0,0,2.0,254,4,0.0,0.0
Armando Alvarez,9,0,2,7,1,2,8.0,16,37,0.243,0.552
Armando Benitez,0,0,2,0,0,0,4.0,673,8,0.0,0.0
Armando Galarraga,0,0,1,2,0,3,16.0,97,31,0.0,0.12
Armando Reynoso,50,3,13,17,0,16,149.0,199,337,0.11533333333333333,0.29983333333333334
Armando Rios,275,36,167,135,14,115,206.0,419,1021,0.31666666666666665,0.9858333333333333
Arnie Munoz,0,0,0,0,0,0,0.0,24,1,0.0,0.0
Arodys Vizcaíno,0,0,0,0,0,0,0.0,206,0,0.0,0.0
Aroldis Chapman,0,0,0,1,0,0,1.0,642,2,0.0,0.0
Arquimedes Caminero,0,0,0,0,0,0,1.0,131,2,0.0,0.0
Arquimedez Pozo,14,1,14,4,1,2,15.0,26,74,0.14633333333333334,0.36766666666666664
Art Gardner,16,0,5,12,1,4,25.0,86,99,0.11599999999999999,0.2643333333333333
Art Howe,682,43,293,268,10,275,287.0,891,2626,0.21727272727272728,0.6036363636363636
Art James,9,0,1,2,1,1,3.0,11,40,0.225,0.519
Art Kusnyer,55,3,21,21,1,21,61.0,139,313,0.15583333333333335,0.42283333333333334
Art Shamsky,145,16,68,62,2,74,56.0,213,561,0.18833333333333332,0.5936666666666667
Art Warren,0,0,0,0,0,0,0.0,26,0,0.0,0.0
Arthur Rhodes,1,0,0,0,0,0,5.0,834,6,0.03333333333333333,0.06666666666666667
Artie Lewicki,0,0,0,0,0,0,0.0,13,0,0.0,0.0
Arturo DeFreitas,11,1,6,3,0,1,20.0,32,53,0.2085,0.562
Arturo Lopez,0,0,0,0,0,0,0.0,4,0,0.0,0.0
Aríel Miranda,0,0,0,1,0,0,3.0,32,6,0.0,0.0
Asdrúbal Cabrera,1763,195,869,886,91,589,1330.0,1822,6632,0.2647333333333333,0.7489333333333333
Asher Wojciechowski,1,0,0,0,0,0,12.0,42,15,0.0355,0.071
Ashton Goudeau,1,0,0,0,0,0,4.0,16,6,0.167,0.334
Ashur Tolliver,0,0,0,0,0,0,0.0,3,0,0.0,0.0
Atahualpa Severino,0,0,0,0,0,0,0.0,6,0,0.0,0.0
Atlee Hammaker,36,0,10,10,1,10,99.0,224,305,0.1282222222222222,0.298
Aubrey Gatewood,0,0,0,0,0,0,0.0,3,0,0.0,0.0
Aubrey Huff,1699,242,904,806,37,571,907.0,1681,6104,0.27207692307692305,0.7847692307692308
Audry Pérez,0,0,0,0,0,1,1.0,3,1,0.0,0.5
Augie Ojeda,249,7,81,135,7,119,115.0,502,1062,0.22433333333333336,0.6015555555555556
Aurelio Lopez,3,0,0,0,0,0,13.0,403,24,0.02675,0.0535
Aurelio Monteagudo,0,0,0,0,0,0,1.0,36,2,0.0,0.0
Aurelio Rodriguez,1355,115,575,537,29,273,798.0,1753,5697,0.2385,0.6268571428571429
Austen Williams,0,0,0,0,0,0,0.0,12,0,0.0,0.0
Austin Adams,0,0,0,0,0,0,2.0,147,3,0.0,0.0
Austin Allen,23,2,7,8,0,8,47.0,57,118,0.1825,0.55875
Austin Barnes,329,35,160,202,23,195,377.0,599,1474,0.21749999999999997,0.6392
Austin Bibens-Dirkx,0,0,0,0,0,0,3.0,24,3,0.0,0.0
Austin Brice,0,0,0,0,0,0,3.0,106,5,0.0,0.0
Austin Cox,0,0,0,0,0,0,0.0,24,0,0.0,0.0
Austin Davis,0,0,0,0,0,1,3.0,79,3,0.0,0.25
Austin Dean,76,11,42,40,1,26,82.0,126,333,0.26080000000000003,0.7878000000000001
Austin Gomber,7,0,5,1,0,1,16.0,53,51,0.1525,0.3445
Austin Hays,530,68,248,277,17,126,475.0,579,2028,0.263,0.7398571428571428
Austin Hedges,397,69,238,199,15,142,651.0,753,2129,0.1736,0.514
Austin Jackson,1145,65,381,621,114,374,1120.0,1115,4200,0.27266666666666667,0.728
Austin Kearns,914,121,494,522,33,475,898.0,1125,3606,0.24033333333333337,0.7215000000000001
Austin Martin,59,1,16,41,7,20,47.0,93,233,0.253,0.67
Austin Meadows,390,70,238,209,23,156,363.0,417,1507,0.2508333333333333,0.7245
Austin Nola,261,24,136,125,3,107,207.0,345,1049,0.24220000000000003,0.6878
Austin Pruitt,0,0,0,0,0,0,1.0,72,1,0.0,0.0
Austin Riley,742,153,429,426,5,237,783.0,719,2728,0.263,0.8141666666666666
Austin Romine,311,31,166,141,4,69,366.0,485,1352,0.19918181818181815,0.5167272727272727
Austin Shenton,9,1,3,3,0,8,14.0,19,42,0.214,0.745
Austin Slater,373,40,171,210,48,180,470.0,634,1482,0.254625,0.737125
Austin Voth,2,0,1,1,0,0,5.0,130,13,0.15275,0.34725
Austin Warren,0,0,0,0,0,0,0.0,16,0,0.0,0.0
Austin Wells,97,17,68,50,1,50,101.0,134,424,0.229,0.73
Austin Wynns,143,13,63,66,2,35,152.0,239,621,0.24816666666666665,0.6536666666666667
Avisaíl García,1038,140,524,496,51,262,1038.0,1104,3949,0.2573076923076923,0.7046923076923076
B.J. Rosenberg,1,0,1,0,0,0,1.0,57,3,0.111,0.222
B.J. Ryan,0,0,0,0,0,0,0.0,542,2,0.0,0.0
B.J. Surhoff,2326,188,1153,1062,141,640,839.0,2313,8258,0.28121052631578947,0.7436315789473683
B.J. Upton,1260,164,586,723,300,589,1561.0,1469,5175,0.24441666666666664,0.7145
B.J. Waszgis,10,0,4,6,0,4,10.0,24,45,0.222,0.538
Bailey Falter,0,0,0,0,0,0,5.0,22,5,0.0,0.0
Bailey Ober,1,0,0,0,0,0,0.0,20,2,0.5,1.0
Bake McBride,1153,63,430,548,183,248,457.0,1071,3853,0.30427272727272725,0.7616363636363637
Balor Moore,12,0,6,3,0,6,35.0,71,113,0.13375,0.3045
Balvino Galvez,0,0,0,0,0,0,1.0,10,2,0.0,0.0
Barbaro Canizares,4,0,0,1,0,0,6.0,5,21,0.19,0.428
Barbaro Garbey,167,11,86,76,9,36,83.0,225,626,0.246,0.622
Barret Browning,0,0,0,0,0,0,0.0,22,1,0.0,0.0
Barrett Astin,0,0,0,0,0,0,1.0,6,1,0.0,0.0
Barry Bonds,2935,762,1996,2227,514,2558,1539.0,2986,9847,0.2983636363636364,1.0570454545454546
Barry Bonnell,833,56,355,363,64,229,387.0,976,3068,0.2601,0.6738999999999998
Barry Enright,10,1,8,2,0,2,11.0,26,45,0.20450000000000002,0.6054999999999999
Barry Evans,126,2,41,40,3,41,62.0,224,501,0.2592,0.6446
Barry Foote,489,57,230,191,10,136,287.0,687,2127,0.2565,0.7026
Barry Jones,1,0,1,0,0,1,5.0,238,16,0.04,0.13
Barry Larkin,2340,198,960,1329,379,939,817.0,2180,7937,0.29405263157894734,0.809
Barry Lersch,15,0,3,9,0,11,54.0,167,130,0.082,0.2156
Barry Lyons,150,15,89,53,0,29,92.0,253,628,0.1862857142857143,0.5111428571428571
Barry Manuel,0,0,0,0,0,1,4.0,85,9,0.0,0.041666666666666664
Barry Moore,7,0,2,3,0,1,6.0,37,40,0.175,0.37
Barry Raziano,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Barry Wesson,6,1,4,3,1,1,9.0,25,31,0.191,0.5875
Barry Zito,35,0,11,12,0,18,99.0,417,344,0.064,0.15400000000000003
Bart Johnson,19,0,10,6,0,1,18.0,102,87,0.11725000000000001,0.26575
Bart Zeller,0,0,0,0,0,0,0.0,1,0,0.0,0.0
Bartolo Colon,25,1,11,11,0,1,166.0,553,299,0.07525000000000001,0.15850000000000003
Bartolome Fortunato,0,0,0,0,0,0,0.0,20,0,0.0,0.0
Beau Allred,38,4,15,19,2,29,48.0,65,165,0.22333333333333336,0.6953333333333335
Beau Burrows,0,0,0,0,0,0,0.0,5,0,0.0,0.0
Beau Taylor,6,2,4,4,0,7,18.0,25,51,0.136,0.5369999999999999
Beltran Perez,3,0,0,0,0,1,2.0,9,6,0.5,1.071
Ben Bowden,0,0,0,0,0,0,0.0,39,0,0.0,0.0
Ben Broussard,561,87,314,275,15,171,466.0,705,2136,0.24900000000000003,0.7288571428571429
Ben Davis,358,38,204,168,9,153,385.0,486,1512,0.20114285714285712,0.569
Ben DeLuzio,3,0,0,3,0,3,5.0,22,20,0.15,0.492
Ben Diggins,1,0,0,0,0,0,1.0,5,7,0.143,0.286
Ben Ford,0,0,0,0,0,0,0.0,27,0,0.0,0.0
Ben Francisco,400,50,190,199,30,146,325.0,563,1579,0.23757142857142857,0.6994285714285714
Ben Gamel,516,41,204,283,22,243,571.0,723,2046,0.23844444444444443,0.6748888888888888
Ben Grieve,864,118,492,471,24,466,784.0,976,3215,0.26655555555555555,0.7887777777777779
Ben Hayes,0,0,0,0,0,0,5.0,86,9,0.0,0.0
Ben Hendrickson,2,0,0,0,0,1,12.0,14,19,0.0625,0.25
Ben Howard,1,0,0,1,0,0,7.0,40,18,0.030333333333333334,0.06066666666666667
Ben Johnson,51,7,26,31,3,27,70.0,98,222,0.216,0.6633333333333334
Ben Lively,6,2,8,2,0,0,11.0,26,33,0.1155,0.3465
Ben McDonald,0,0,0,0,0,0,1.0,21,1,0.0,0.0
Ben Meyer,0,0,0,0,0,0,0.0,13,1,0.0,0.0
Ben Oglivie,1615,235,901,784,87,560,852.0,1754,5913,0.26975,0.758625
Ben Paulsen,130,16,70,58,1,30,138.0,186,480,0.27033333333333337,0.7563333333333334
Ben Petrick,172,27,94,114,5,78,177.0,240,669,0.263,0.7953999999999999
Ben Revere,892,7,198,400,211,151,308.0,857,3138,0.268625,0.626625
Ben Rice,26,7,23,20,0,20,48.0,50,152,0.171,0.613
Ben Rivera,8,0,2,5,0,6,40.0,67,93,0.063,0.19333333333333333
Ben Rortvedt,89,8,42,41,1,51,136.0,183,447,0.17166666666666666,0.5306666666666667
Ben Rowen,0,0,0,0,0,0,0.0,4,0,0.0,0.0
Ben Sheets,34,0,12,12,0,19,212.0,250,449,0.0896,0.2189
Ben Shelton,6,2,7,3,0,3,3.0,15,24,0.25,0.875
Ben Taylor,0,0,0,0,0,0,0.0,14,0,0.0,0.0
Ben Van Ryn,0,0,0,0,0,0,0.0,15,1,0.0,0.0
Ben Weber,0,0,0,0,0,0,0.0,200,0,0.0,0.0
Ben Zobrist,1566,167,768,884,116,832,994.0,1651,5880,0.257,0.7464285714285713
Bengie Molina,1317,144,711,457,3,208,471.0,1362,4812,0.251,0.6556923076923078
Benito Baez,0,0,0,0,0,0,0.0,8,1,0.0,0.0
Benito Santiago,1830,217,920,755,91,430,1270.0,1978,6951,0.26665,0.7272500000000001
Benj Sampson,0,0,0,0,0,0,2.0,30,3,0.0,0.0
Benji Gil,381,32,171,158,24,102,448.0,604,1610,0.24725,0.6397499999999999
Benny Agbayani,299,39,156,145,16,139,246.0,383,1091,0.2424,0.6963999999999999
Benny Ayala,217,38,145,114,2,71,136.0,425,865,0.24710000000000001,0.6980999999999999
Benny Distefano,82,7,42,35,1,31,66.0,240,360,0.23420000000000002,0.6666000000000001
Bernard Gilkey,1115,118,546,606,115,466,708.0,1239,4061,0.26791666666666664,0.7643333333333334
Bernardo Brito,16,5,12,10,0,1,27.0,40,73,0.19466666666666665,0.745
Bernardo Flores,0,0,0,0,0,0,0.0,1,0,0.0,0.0
Bernie Allen,194,23,85,85,2,109,99.0,319,817,0.23325,0.6742499999999999
Bernie Carbo,722,96,358,372,26,538,609.0,1006,2730,0.2630909090909091,0.7870909090909091
Bernie Castro,48,0,17,32,13,18,28.0,66,190,0.2575,0.6435
Bernie Smith,26,2,9,9,1,11,17.0,59,112,0.20750000000000002,0.588
Bernie Williams,2369,291,1272,1389,149,1090,1265.0,2178,8041,0.27565,0.7918000000000001
Bert Blyleven,59,0,25,19,0,5,193.0,291,451,0.0965,0.213625
Bert Campaneris,1403,55,445,762,357,421,745.0,1534,5474,0.2562307692307692,0.637923076923077
Bert Heffernan,1,0,1,0,0,0,1.0,8,11,0.091,0.273
Bert Pena,31,1,10,18,1,13,28.0,88,153,0.24416666666666664,0.5918333333333333
Bert Roberge,0,0,0,0,0,0,6.0,125,9,0.0,0.0
Bien Figueroa,2,0,4,1,0,1,2.0,12,11,0.182,0.523
Biff Pocoroba,374,21,172,132,6,182,109.0,596,1457,0.2331,0.6708000000000001
Bill Almon,846,36,296,390,128,250,636.0,1236,3330,0.25166666666666665,0.6359999999999999
Bill Atkinson,3,0,1,0,0,0,1.0,99,10,0.175,0.35
Bill Bathe,39,8,29,15,0,9,39.0,121,183,0.23133333333333336,0.644
Bill Bonham,81,0,24,37,0,13,125.0,307,471,0.1629,0.3911
Bill Bordley,1,0,0,0,0,1,1.0,8,6,0.167,0.453
Bill Bray,0,0,0,0,0,0,1.0,258,1,0.0,0.0
Bill Buckner,2715,174,1208,1077,183,450,453.0,2516,9396,0.27652380952380956,0.6961428571428572
Bill Burbach,0,0,0,0,0,0,5.0,6,7,0.0,0.0
Bill Butler,3,0,3,0,0,4,41.0,45,57,0.042666666666666665,0.11
Bill Campbell,4,0,2,2,0,4,10.0,445,26,0.064,0.20833333333333334
Bill Caudill,5,0,2,0,0,2,19.0,329,41,0.07066666666666667,0.17766666666666667
Bill Champion,8,1,3,1,0,1,27.0,140,64,0.0516,0.133
Bill Dawley,9,0,5,4,0,3,11.0,271,42,0.15366666666666667,0.3765
Bill Denehy,0,0,0,0,0,3,0.0,31,2,0.0,0.6
Bill Dillman,0,0,0,0,0,0,1.0,18,2,0.0,0.0
Bill Doran,1366,84,497,727,209,709,600.0,1453,5131,0.2629166666666667,0.707
Bill Earley,0,0,0,0,0,0,0.0,3,0,0.0,0.0
Bill Fahey,225,7,83,75,9,74,92.0,383,934,0.21872727272727274,0.5274545454545454
Bill Faul,0,0,0,0,0,0,0.0,7,0,0.0,0.0
Bill Freehan,726,90,342,307,6,280,304.0,807,2774,0.261,0.7417142857142858
Bill Gilbreth,2,0,0,0,0,0,7.0,11,12,0.091,0.182
Bill Gogolewski,10,0,7,2,0,5,34.0,120,79,0.07025,0.20274999999999999
Bill Greif,12,0,1,6,0,17,73.0,234,166,0.08866666666666667,0.241
Bill Gullickson,81,3,27,30,0,20,152.0,307,576,0.12027272727272727,0.2998181818181819
Bill Hall,827,125,440,450,62,286,971.0,1054,3334,0.23763636363636362,0.7441818181818182
Bill Hands,17,0,12,10,0,26,105.0,146,204,0.0585,0.20650000000000002
Bill Haselman,416,47,210,185,9,114,300.0,589,1606,0.2316153846153846,0.625
Bill Hayes,2,0,0,0,0,0,3.0,5,9,0.111,0.2775
Bill Hurst,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Bill Johnson,0,0,0,0,0,0,0.0,14,0,0.0,0.0
Bill Krueger,6,0,0,1,0,0,5.0,60,15,0.08333333333333333,0.1805
